epoch,step,min,max,mean,std
1,100,-0.2468053251504898,1.2235143184661865,0.4722197949886322,0.40624937415122986
2,200,-0.2439497411251068,0.18051742017269135,-0.0649910420179367,0.12363690882921219
3,300,-0.12063547968864441,0.13464289903640747,0.02875727415084839,0.05941282957792282
4,400,-1.8410526514053345,0.027174031361937523,-0.629272997379303,0.5963689088821411
5,500,-0.19028477370738983,0.06472571939229965,-0.035487741231918335,0.04727998748421669
6,600,-5.572608470916748,0.016142606735229492,-1.4872465133666992,1.442589521408081
7,700,-7.682636260986328,0.09377466142177582,-2.0136334896087646,1.9557440280914307
8,800,-4.496756076812744,0.2961537539958954,-1.1615078449249268,1.2307127714157104
9,900,-0.6726157665252686,0.04901682585477829,-0.17161785066127777,0.18251201510429382
10,1000,-2.7818384170532227,0.05890808627009392,-0.7122616171836853,0.7248715758323669
