epoch,step,min,max,mean,std
1,200,-1.1322802305221558,0.5529381036758423,-0.05012645944952965,0.10239843279123306
2,400,-0.39206188917160034,0.3207147419452667,-0.019064003601670265,0.04249216988682747
3,600,-1.2340344190597534,0.8618422150611877,-0.023642439395189285,0.11678653955459595
4,800,-2.426896095275879,3.352130889892578,0.027646131813526154,0.37720832228660583
5,1000,-4.321556091308594,3.9262170791625977,-0.029215767979621887,0.4745429754257202
6,1200,-3.5968658924102783,3.106278419494629,0.024533705785870552,0.5093694925308228
7,1400,-3.1550161838531494,2.926598310470581,-0.016613900661468506,0.4848412871360779
8,1600,-5.397765159606934,5.729135513305664,0.025534184649586678,0.6464860439300537
9,1800,-4.4436140060424805,4.940185070037842,0.022771142423152924,0.6489760875701904
10,2000,-5.646822452545166,3.878720283508301,-0.05114121735095978,0.5849900841712952
11,2200,-4.010138988494873,5.552966117858887,-0.0011201160959899426,0.6223019361495972
12,2400,-4.380703449249268,4.7683305740356445,0.025158777832984924,0.5933522582054138
13,2600,-4.424797058105469,4.070044994354248,0.02631792239844799,0.5991489887237549
14,2800,-4.355247497558594,4.93623161315918,-0.019298383966088295,0.6381044387817383
15,3000,-4.876160144805908,3.5304081439971924,-0.03693726658821106,0.6152852773666382
16,3200,-5.017080783843994,5.586902618408203,-0.05431801453232765,0.674559473991394
17,3400,-4.745015621185303,4.005507469177246,0.013563592918217182,0.5783836841583252
18,3600,-4.744256496429443,3.7306363582611084,0.02700691483914852,0.6228163838386536
19,3800,-4.968077182769775,4.752768039703369,-0.007996263913810253,0.7115546464920044
20,4000,-6.836154937744141,7.063215255737305,0.022590722888708115,0.7242139577865601
21,4200,-5.492081165313721,7.298178195953369,-0.11864272505044937,0.7519017457962036
22,4400,-5.138504505157471,5.7523274421691895,-0.04734214022755623,0.7042142152786255
23,4600,-7.3989787101745605,8.20805549621582,-0.07321231067180634,0.8793920874595642
24,4800,-6.1945013999938965,5.076888561248779,0.0010606520809233189,0.7641065716743469
25,5000,-5.045639514923096,5.601448059082031,0.002992570400238037,0.754922091960907
26,5200,-5.779332160949707,5.575587272644043,0.03867128863930702,0.6797559261322021
27,5400,-6.402109146118164,4.573078155517578,-0.03356416895985603,0.7079475522041321
28,5600,-6.263798236846924,7.226583480834961,-0.008982555940747261,0.814240038394928
29,5800,-7.587241172790527,5.5596699714660645,0.010018253698945045,0.8904595375061035
30,6000,-8.479726791381836,6.630747318267822,0.038095805794000626,0.7918503880500793
31,6200,-5.54890775680542,7.059258937835693,-0.057062432169914246,0.7172417640686035
32,6400,-6.598345756530762,7.436900615692139,-0.01647912710905075,0.7633940577507019
33,6600,-6.977687358856201,5.527168273925781,-0.014148459769785404,0.7655927538871765
34,6800,-6.907225131988525,7.037760257720947,0.0372774638235569,0.8396737575531006
35,7000,-7.111202716827393,5.49913215637207,0.016362234950065613,0.7574766278266907
36,7200,-8.780994415283203,9.154132843017578,0.052263643592596054,0.9264811873435974
37,7400,-6.3950910568237305,6.528870105743408,-0.012588144280016422,0.8753378987312317
38,7600,-11.867378234863281,12.055093765258789,-0.031307242810726166,1.1003732681274414
39,7800,-7.792579174041748,8.970683097839355,-0.015716437250375748,0.85142982006073
40,8000,-8.54248332977295,7.607637405395508,-0.028584836050868034,0.8259935975074768
41,8200,-7.485044956207275,8.660799980163574,0.048786867409944534,0.8061639666557312
42,8400,-8.112224578857422,8.084966659545898,0.028783723711967468,0.8506905436515808
43,8600,-13.087759971618652,11.954293251037598,-0.021007254719734192,1.1741173267364502
44,8800,-9.84424877166748,8.022040367126465,0.02159399725496769,0.8893663883209229
45,9000,-8.590781211853027,8.283467292785645,0.010064811445772648,0.8362273573875427
46,9200,-7.303384780883789,6.640882968902588,0.04431285709142685,0.8629036545753479
47,9400,-10.808758735656738,9.189772605895996,0.04186802729964256,1.0351319313049316
48,9600,-11.12497329711914,11.807305335998535,0.06291075795888901,1.087591290473938
49,9800,-7.891351699829102,7.595008850097656,-0.02103397622704506,0.8870909810066223
50,10000,-9.841310501098633,9.280879974365234,0.03414267301559448,0.9190356135368347
