epoch,step,min,max,mean,std
1,200,-60.52902603149414,0.006054033059626818,-14.338924407958984,14.127339363098145
2,400,-118.14936828613281,0.10044737160205841,-40.270103454589844,38.27407455444336
3,600,-223.42239379882812,0.05995885655283928,-85.89933776855469,79.50232696533203
4,800,-333.2569274902344,0.10643483698368073,-137.13522338867188,125.38188171386719
5,1000,-397.3416442871094,0.09126332402229309,-170.27346801757812,155.0771484375
6,1200,-448.0810241699219,0.11523217707872391,-197.29861450195312,178.82867431640625
7,1400,-472.646728515625,0.04619498550891876,-211.0669708251953,190.67080688476562
8,1600,-498.08074951171875,0.028996001929044724,-225.059326171875,203.01438903808594
9,1800,-446.9097595214844,0.17142023146152496,-203.9256134033203,183.8079833984375
10,2000,-440.25531005859375,0.17734433710575104,-202.29470825195312,182.2313690185547
11,2200,-504.9991455078125,0.17510877549648285,-233.53515625,209.98651123046875
12,2400,-555.18701171875,0.08257510513067245,-258.4519958496094,231.70840454101562
13,2600,-357.7996520996094,0.2581793963909149,-167.2608642578125,149.504638671875
14,2800,-385.24493408203125,0.41994011402130127,-181.84671020507812,162.039306640625
15,3000,-263.1728515625,0.3400121331214905,-124.11050415039062,110.42900085449219
16,3200,-144.60914611816406,0.2227444052696228,-66.78551483154297,59.36027908325195
17,3400,-353.3985290527344,0.4377348721027374,-168.58363342285156,149.6994171142578
18,3600,-205.60948181152344,0.39673909544944763,-99.10508728027344,87.80599975585938
19,3800,-520.2564086914062,1.2519503831863403,-252.39324951171875,222.88560485839844
20,4000,-158.7468719482422,0.572783887386322,-75.5279769897461,66.567626953125
21,4200,-382.2464294433594,0.6961363554000854,-187.7733917236328,165.0623016357422
22,4400,-520.4949340820312,0.17033953964710236,-251.93283081054688,221.0056610107422
23,4600,-439.6107482910156,1.1609991788864136,-213.58126831054688,187.203125
24,4800,-194.2482147216797,0.10374132543802261,-92.10256958007812,80.5687026977539
25,5000,-138.72923278808594,1.9821572303771973,-65.7216567993164,57.530128479003906
26,5200,-681.8460083007812,0.46403634548187256,-336.52496337890625,294.3824157714844
27,5400,-1192.66357421875,0.9949914813041687,-593.675537109375,519.1280517578125
28,5600,-832.8532104492188,2.08371901512146,-411.8458251953125,360.1103210449219
29,5800,-1753.724365234375,1.8796494007110596,-879.47216796875,768.7716674804688
30,6000,-913.3947143554688,1.2518028020858765,-457.3100280761719,399.295654296875
31,6200,-420.0877685546875,0.025310665369033813,-205.47970581054688,178.789794921875
32,6400,-439.5007629394531,0.004929346032440662,-220.1363067626953,191.81251525878906
33,6600,-1111.037353515625,2.2750465869903564,-562.2008056640625,489.8624267578125
34,6800,-934.8428955078125,1.0819538831710815,-470.3536682128906,409.29052734375
35,7000,-1891.15673828125,0.3020784258842468,-959.3987426757812,834.4706420898438
36,7200,-82.70840454101562,2.928790807723999,-33.67514419555664,29.833162307739258
37,7400,-675.8335571289062,0.5319808125495911,-343.5807189941406,298.4915771484375
38,7600,-131.43118286132812,111.98230743408203,51.56928253173828,46.954952239990234
39,7800,-466.7171630859375,6.144894599914551,-235.25697326660156,204.52267456054688
40,8000,-817.8789672851562,3.4661507606506348,-410.05255126953125,355.7044677734375
41,8200,-22.659345626831055,1155.8350830078125,590.290771484375,513.7412109375
42,8400,-1359.4344482421875,4.970287799835205,-692.788330078125,601.6595458984375
43,8600,-989.5535278320312,16.619007110595703,-500.42547607421875,433.932373046875
44,8800,0.0,566.14892578125,285.35028076171875,247.5475616455078
45,9000,-0.09424598515033722,2818.109375,1441.9034423828125,1252.0230712890625
46,9200,-0.3000869154930115,1326.5770263671875,670.610595703125,581.4851684570312
47,9400,-18.74479866027832,390.8872375488281,182.9783935546875,159.26528930664062
48,9600,0.0,1142.6253662109375,586.51611328125,506.6291198730469
49,9800,-41.27542495727539,199.26377868652344,84.52574920654297,74.58470153808594
50,10000,-1245.193359375,10.716987609863281,-642.5814208984375,557.5938110351562
