epoch,step,min,max,mean,std
1,200,-0.00017049183952622116,9.6138559456449e-05,-2.0987899915780872e-05,4.255839667166583e-05
2,400,-0.0016040168702602386,0.00017702174955047667,-0.0003192922449670732,0.00034782374859787524
3,600,-0.008668599650263786,0.0002893109922297299,-0.0027184737846255302,0.0022888444364070892
4,800,-0.030477430671453476,0.0020306690130382776,-0.012410666793584824,0.008875741623342037
5,1000,-0.0760156437754631,0.003357390873134136,-0.034846365451812744,0.022801866754889488
6,1200,-0.08898688852787018,0.008441315032541752,-0.04190565273165703,0.025436431169509888
7,1400,-0.1639423966407776,0.018239155411720276,-0.07797303795814514,0.0459967702627182
8,1600,-0.05196070671081543,0.16014784574508667,0.058476369827985764,0.04050873592495918
9,1800,-0.11137309670448303,0.08114763349294662,-0.014900844544172287,0.03195482864975929
10,2000,-0.49313077330589294,0.052763089537620544,-0.25403791666030884,0.1367408186197281
11,2200,-1.3406821489334106,0.3839423656463623,-0.7573452591896057,0.3866116404533386
12,2400,-0.8713310956954956,0.14539340138435364,-0.47851020097732544,0.23788617551326752
13,2600,-0.4417352080345154,0.49588170647621155,-0.20582671463489532,0.13691064715385437
14,2800,-0.7015085220336914,0.16600772738456726,-0.2824134826660156,0.17015014588832855
15,3000,-1.6303682327270508,0.6256524324417114,-0.8913753032684326,0.44110092520713806
16,3200,-1.7216074466705322,0.3430423140525818,-0.7370694279670715,0.35544851422309875
17,3400,-2.016101360321045,0.8823233246803284,-1.1022260189056396,0.5477925539016724
18,3600,-1.1559911966323853,0.20557329058647156,-0.27667343616485596,0.21069109439849854
19,3800,-2.5420565605163574,1.1992887258529663,-1.3749011754989624,0.6773194670677185
20,4000,-2.3741016387939453,0.7540364265441895,-0.9395344257354736,0.5347501635551453
21,4200,-2.882328987121582,1.7541120052337646,-1.554175853729248,0.808161735534668
22,4400,-2.6702609062194824,0.9809110164642334,-1.4073400497436523,0.7077608704566956
23,4600,-3.0445117950439453,1.0007723569869995,-1.752981185913086,0.8622919917106628
24,4800,-1.7151743173599243,1.1768791675567627,-0.5873319506645203,0.4259074628353119
25,5000,-2.2001216411590576,1.0861544609069824,-0.7419803142547607,0.44059309363365173
26,5200,-2.310899257659912,0.3841685652732849,-0.6801739931106567,0.3812790811061859
27,5400,-2.920315742492676,0.6396486759185791,-0.986369252204895,0.6485234498977661
28,5600,-1.4819700717926025,0.7245186567306519,-0.4279157817363739,0.32864975929260254
29,5800,-4.013645172119141,0.8768216371536255,-1.2930817604064941,0.6903953552246094
30,6000,-4.831137657165527,1.358338475227356,-2.381162166595459,1.1220803260803223
31,6200,-5.400228500366211,2.2598953247070312,-2.977108955383301,1.4459401369094849
32,6400,-2.2050676345825195,1.5279464721679688,-0.07601577043533325,0.6297221183776855
33,6600,-1.613325595855713,0.9246698617935181,-0.1458154022693634,0.3347928524017334
34,6800,-4.940280914306641,1.1807767152786255,-2.086688995361328,1.0246217250823975
35,7000,-6.309475421905518,2.4942336082458496,-2.885157585144043,1.4648139476776123
36,7200,-2.231959819793701,1.2458884716033936,0.0008580302819609642,0.4246797561645508
37,7400,-3.062694787979126,1.046952486038208,-1.3629429340362549,0.7092534303665161
38,7600,-1.5305044651031494,4.396939277648926,1.6321440935134888,0.8769797086715698
39,7800,-1.6957976818084717,2.255053997039795,0.6614089012145996,0.6483986973762512
40,8000,-0.71036696434021,3.9169139862060547,1.308976173400879,0.7008959650993347
41,8200,-2.5626580715179443,2.709517478942871,0.46495112776756287,0.6706866025924683
42,8400,-4.163949012756348,1.5576589107513428,-1.0885934829711914,0.7354560494422913
43,8600,-7.242766380310059,2.1096577644348145,-4.230987071990967,2.017101287841797
44,8800,-2.4368832111358643,2.2095770835876465,-0.890985369682312,0.7432592511177063
45,9000,-3.6684064865112305,2.0078258514404297,-1.529026746749878,0.9398181438446045
46,9200,-1.927222728729248,4.221770286560059,0.6327327489852905,0.8502676486968994
47,9400,-2.210620641708374,3.5612659454345703,0.33587050437927246,0.7060052156448364
48,9600,-1.6854536533355713,2.821636438369751,0.5455114841461182,0.5416483879089355
49,9800,-1.747908592224121,6.02188777923584,3.1749660968780518,1.4903628826141357
50,10000,-1.9549551010131836,1.273849368095398,0.2324780374765396,0.48651745915412903
