1,200,-42.19377946789122
2,400,-40.81676633767083
3,600,-41.232496739800446
4,800,1074.9928931105344
5,1000,283.5694406234759
6,1200,850.6363499573652
7,1400,2418.3861579523555
8,1600,2740.603045049323
9,1800,3017.8027324608324
10,2000,2661.0015279977424
11,2200,2746.8737229370468
12,2400,2974.095313888723
13,2600,2784.0694118989854
14,2800,1902.3104226011326
15,3000,2272.4664923119653
16,3200,2780.9763972912433
17,3400,2650.4752756975086
18,3600,2650.354357214778
19,3800,1495.8664126626827
20,4000,1713.9494295607576
21,4200,2253.353316752377
22,4400,1378.007017533239
23,4600,1911.2524967716051
24,4800,1636.8330595029747
25,5000,2481.5710873153457
26,5200,1602.4761904058612
27,5400,1702.4756239386134
28,5600,1758.9264007100799
29,5800,1428.816919335695
30,6000,370.60293842521133
31,6200,501.2655038164945
32,6400,984.093202808994
33,6600,1719.9214343715043
34,6800,72.37957787991355
35,7000,1768.935720747695
36,7200,105.40702188175902
37,7400,675.9081132173377
38,7600,293.46696325236377
39,7800,395.2934278024252
40,8000,-42.19740623080168
41,8200,154.2714851325524
42,8400,488.5222529505225
43,8600,375.35291208212664
44,8800,680.7962222370749
45,9000,412.3518625994577
46,9200,464.41217259110346
47,9400,800.3065284464585
48,9600,685.8162960413201
49,9800,1096.8937216607665
50,10000,838.0720018286596
