epoch,step,min,max,mean,std
1,100,-0.001218166551552713,0.00017194735119119287,-0.0003081431786995381,0.00033181163598783314
2,200,-0.012143735773861408,0.0030821848195046186,-0.0010251322528347373,0.0024557251017540693
3,300,-0.06519485265016556,0.020870771259069443,0.0010054631857201457,0.008068682625889778
4,400,-0.26018306612968445,0.3569846451282501,0.08341910690069199,0.12591519951820374
5,500,-0.5998483896255493,0.36850255727767944,0.07972986996173859,0.1556253433227539
6,600,-0.28337618708610535,0.5921683311462402,-0.048275500535964966,0.11048052459955215
7,700,-0.5127143263816833,0.3058541417121887,0.0516529306769371,0.13567803800106049
8,800,-0.6034100651741028,0.6409807205200195,-0.12348867952823639,0.21854639053344727
9,900,-0.9189253449440002,0.9915539026260376,-0.14061760902404785,0.3832690119743347
10,1000,-2.1521968841552734,1.9749971628189087,0.40373319387435913,0.7949127554893494
