1,100,-236.434993416237
2,200,-231.73257020335245
3,300,-231.67110109072217
4,400,-232.51571763133606
5,500,-234.11571465956598
6,600,-234.30619044375044
7,700,-234.5880645039672
8,800,-235.67131357208353
9,900,-232.4682727325093
10,1000,-233.18178041608434
