1,200,0.0030119526386260987
2,400,0.0029948961734771727
3,600,0.003006364107131958
4,800,0.0033892130851745604
5,1000,0.0030361604690551758
6,1200,0.002951611280441284
7,1400,0.0029407918453216554
8,1600,0.0029791450500488282
9,1800,0.003203885555267334
10,2000,0.002948511838912964
11,2200,0.002950289249420166
12,2400,0.0032613205909729002
13,2600,0.0029496634006500244
14,2800,0.002949047088623047
15,3000,0.0029349851608276366
16,3200,0.003182622194290161
17,3400,0.0029376184940338133
18,3600,0.0029369068145751955
19,3800,0.002937915325164795
20,4000,0.003300236463546753
21,4200,0.002937072515487671
22,4400,0.00294176459312439
23,4600,0.0029389250278472902
24,4800,0.003215230703353882
25,5000,0.002973668575286865
26,5200,0.0029517006874084472
27,5400,0.002948753833770752
28,5600,0.0033219218254089355
29,5800,0.002947007417678833
30,6000,0.002947596311569214
31,6200,0.0029619741439819336
32,6400,0.002942596673965454
33,6600,0.00294306755065918
34,6800,0.002940276861190796
35,7000,0.003285177946090698
36,7200,0.0032073891162872313
37,7400,0.0029398727416992186
38,7600,0.002944241762161255
39,7800,0.0031271255016326904
40,8000,0.0029784929752349853
41,8200,0.003361440896987915
42,8400,0.002956913709640503
43,8600,0.0032982981204986573
44,8800,0.002943521738052368
45,9000,0.0029412269592285155
46,9200,0.002944594621658325
47,9400,0.0031946611404418943
48,9600,0.0029401421546936036
49,9800,0.0029455339908599854
50,10000,0.0029451632499694824
