epoch,step,min,max,mean,std
1,100,-0.00029129907488822937,0.0009127542143687606,0.000152603694004938,0.0001984931732295081
2,200,-0.004026418551802635,0.002481290837749839,0.00039511185605078936,0.0009660942596383393
3,300,-0.01143166609108448,0.0240691639482975,0.0031806696206331253,0.004291975405067205
4,400,-0.03994220867753029,0.059104617685079575,-0.006175149232149124,0.015090029686689377
5,500,-0.11463470011949539,0.04437399283051491,0.0026803365908563137,0.02429278753697872
6,600,-0.08741510659456253,0.16889788210391998,0.0020329798571765423,0.02546742744743824
7,700,-0.23481127619743347,0.3996087610721588,-0.030862951651215553,0.10621102899312973
8,800,-0.8383393287658691,0.497641384601593,0.04080488905310631,0.26324066519737244
9,900,-0.2286960482597351,0.4491898715496063,-0.05501829832792282,0.12148041278123856
10,1000,-0.121171735227108,0.16060622036457062,0.002455375622957945,0.03372660651803017
