epoch,step,min,max,mean,std
1,100,-0.6558091640472412,0.46799907088279724,-0.014482676051557064,0.08887220919132233
2,200,-0.8257337808609009,0.5479704141616821,-0.014104258269071579,0.09662313014268875
3,300,-1.612257480621338,1.1280254125595093,-0.010773390531539917,0.16716749966144562
4,400,-3.0807433128356934,2.3752756118774414,-0.02639676257967949,0.383086621761322
5,500,-1.9898312091827393,2.570106267929077,-0.03722650185227394,0.247300922870636
6,600,-1.6779489517211914,1.9308524131774902,-0.016657089814543724,0.211916983127594
7,700,-2.8975963592529297,2.269292116165161,0.004270072095096111,0.3064764142036438
8,800,-2.593214750289917,3.633298397064209,-0.0012613675789907575,0.40960872173309326
9,900,-13.743178367614746,11.259522438049316,0.04509583115577698,2.0080294609069824
10,1000,-4.541798114776611,4.321958541870117,0.006511995103210211,0.5698084831237793
