1,200,498320.98546875
2,400,260253.755703125
3,600,205150.339375
4,800,189932.951328125
5,1000,181423.545390625
6,1200,175612.539765625
7,1400,172162.720625
8,1600,168537.47453125
9,1800,165999.3734375
10,2000,163363.930859375
11,2200,161051.750390625
12,2400,159451.41203125
13,2600,157349.738828125
14,2800,155362.99515625
15,3000,153607.837890625
16,3200,151482.184609375
17,3400,149629.95828125
18,3600,147302.367109375
19,3800,144914.1046875
20,4000,142775.546171875
21,4200,140347.307109375
22,4400,138602.26265625
23,4600,134611.6358203125
24,4800,133509.108671875
25,5000,131233.860703125
26,5200,128630.0835546875
27,5400,126620.85359375
28,5600,125032.9846484375
29,5800,123017.1769921875
30,6000,120568.6451171875
31,6200,118580.1233203125
32,6400,117097.201875
33,6600,115335.5596484375
34,6800,112985.78859375
35,7000,111466.83328125
36,7200,109143.688046875
37,7400,107406.3176171875
38,7600,106550.7774609375
39,7800,105520.544453125
40,8000,104004.5464453125
41,8200,101694.73234375
42,8400,100881.3285546875
43,8600,98126.1797265625
44,8800,97991.36390625
45,9000,95975.12859375
46,9200,95000.1654296875
47,9400,93108.265625
48,9600,91794.0325390625
49,9800,90788.3595703125
50,10000,89113.804765625
